WHOREGION,COUNTRY_AREA_TERRITORY,ISO_YEAR,ISO_WEEK,AGEGROUP_CODE,ILI_CASE,ILI_OUTPATIENTS,SARI_CASE,SARI_INPATIENTS
AMR,Argentina,2015,36,All,33051,0,1348,0
AMR,Argentina,2015,41,All,21956,0,818,0
AMR,Argentina,2015,46,All,14975,0,582,0
AMR,Argentina,2015,51,All,10876,0,404,0
AMR,Argentina,2016,27,All,30708,0,2276,0
AMR,Argentina,2016,32,All,25751,0,1927,0
AMR,Argentina,2016,37,All,23670,0,1182,0
AMR,Argentina,2016,42,All,18989,0,1102,0
AMR,Argentina,2016,47,All,15195,0,852,0
AMR,Argentina,2015,6,All,11442,0,397,0
AMR,Argentina,2015,11,All,13557,0,494,0
AMR,Argentina,2015,16,All,17414,0,568,0
AMR,Argentina,2015,21,All,23675,0,859,0
AMR,Argentina,2015,26,All,31473,0,1713,0
AMR,Argentina,2016,2,All,11479,0,493,0
AMR,Argentina,2016,7,All,11650,0,450,0
AMR,Argentina,2016,12,All,20072,0,580,0
AMR,Argentina,2016,17,All,26802,0,1146,0
AMR,Argentina,2016,22,All,46269,0,3069,0
AMR,Argentina,2017,1,All,10544,0,462,0
AMR,Argentina,2017,6,All,12322,0,402,0
AMR,Argentina,2017,11,All,16357,0,455,0
AMR,Argentina,2017,16,All,20138,0,705,0
AMR,Argentina,2014,3,All,10045,3043,349,370
AMR,Argentina,2014,8,All,10621,2745,342,292
AMR,Argentina,2014,13,All,16871,2417,413,301
AMR,Argentina,2014,18,All,17344,1174,595,164
AMR,Argentina,2014,23,All,28254,881,1562,0
AMR,Argentina,2014,28,All,33806,0,1691,0
AMR,Argentina,2014,33,All,35728,0,1163,0
AMR,Argentina,2014,38,All,24293,0,925,0
AMR,Argentina,2014,43,All,15701,0,708,0
AMR,Argentina,2014,48,All,11891,0,452,0
AMR,Argentina,2015,5,All,11519,0,329,0
AMR,Argentina,2015,10,All,11778,0,412,0
AMR,Argentina,2015,15,All,17650,0,722,0
AMR,Argentina,2015,20,All,23259,0,930,0
AMR,Argentina,2015,25,All,30496,0,1537,0
AMR,Argentina,2015,30,All,31008,0,1487,0
AMR,Argentina,2015,35,All,37539,0,1547,0
AMR,Argentina,2015,40,All,24616,0,778,0
AMR,Argentina,2015,45,All,16998,0,716,0
AMR,Argentina,2015,50,All,11801,0,679,0
AMR,Argentina,2016,1,All,11773,0,646,0
AMR,Argentina,2016,6,All,11038,0,433,0
AMR,Argentina,2016,11,All,20647,0,697,0
AMR,Argentina,2016,16,All,22750,0,987,0
AMR,Argentina,2016,21,All,48002,0,3058,0
AMR,Argentina,2016,26,All,38623,0,2810,0
AMR,Argentina,2016,31,All,24695,0,1728,0
AMR,Argentina,2016,36,All,24125,0,1537,0
AMR,Argentina,2016,41,All,19956,0,1178,0
AMR,Argentina,2016,46,All,15403,0,1104,0
AMR,Argentina,2016,51,All,8297,0,334,0
AMR,Argentina,2014,2,All,10825,3008,400,2
AMR,Argentina,2014,7,All,10454,1947,300,345
AMR,Argentina,2017,4,All,11294,0,345,0
AMR,Argentina,2017,9,All,11546,0,320,0
AMR,Argentina,2017,14,All,17698,0,647,0
AMR,Argentina,2017,19,All,26031,0,1038,0
AMR,Argentina,2017,24,All,53944,0,2648,0
AMR,Argentina,2017,29,All,29618,0,2430,0
AMR,Argentina,2017,34,All,26748,0,1659,0
AMR,Argentina,2012,45,All,20560,0,666,0
AMR,Argentina,2012,50,All,14372,0,543,0
AMR,Argentina,2013,3,All,12975,0,289,0
AMR,Argentina,2013,8,All,13266,0,350,0
AMR,Argentina,2013,13,All,19534,0,433,0
AMR,Argentina,2013,18,All,19212,0,569,0
AMR,Argentina,2013,23,All,35008,0,1166,0
AMR,Argentina,2013,28,All,44427,0,1989,0
AMR,Argentina,2013,33,All,36485,0,1562,0
AMR,Argentina,2013,38,All,25403,0,1043,0
AMR,Argentina,2013,43,All,17620,0,738,0
AMR,Argentina,2013,48,All,11829,0,519,0
AMR,Argentina,2014,12,All,17342,1682,443,310
AMR,Argentina,2014,17,All,18749,3002,676,186
AMR,Argentina,2014,22,All,26145,1111,1298,181
AMR,Argentina,2015,43,All,22242,0,959,0
AMR,Argentina,2015,48,All,14853,0,600,0
AMR,Argentina,2015,53,All,8376,0,607,0
AMR,Argentina,2016,4,All,12277,0,554,0
AMR,Argentina,2014,27,All,34823,0,1609,0
AMR,Argentina,2014,32,All,31957,0,1424,0
AMR,Argentina,2014,37,All,25825,0,980,0
AMR,Argentina,2014,42,All,16299,0,672,0
AMR,Argentina,2014,47,All,12629,0,539,0
AMR,Argentina,2016,9,All,14046,0,427,0
AMR,Argentina,2016,14,All,19987,0,771,0
AMR,Argentina,2016,19,All,34448,0,1940,0
AMR,Argentina,2016,24,All,47408,0,3110,0
AMR,Argentina,2016,29,All,26746,0,2245,0
AMR,Argentina,2016,34,All,27808,0,2139,0
AMR,Argentina,2016,39,All,22704,0,1119,0
AMR,Argentina,2016,44,All,17019,0,805,0
AMR,Argentina,2016,49,All,10602,0,437,0
AMR,Argentina,2017,8,All,11163,0,396,0
AMR,Argentina,2017,13,All,18008,0,665,0
AMR,Argentina,2017,18,All,23703,0,1009,0
AMR,Argentina,2017,23,All,47692,0,2333,0
AMR,Argentina,2017,28,All,34766,0,2184,0
AMR,Argentina,2017,33,All,27889,0,2073,0
AMR,Argentina,2017,38,All,20032,0,1184,0
AMR,Argentina,2017,43,All,16799,0,900,0
AMR,Argentina,2017,48,All,11994,0,420,0
AMR,Argentina,2018,1,All,8667,0,365,0
AMR,Argentina,2018,6,All,8719,0,354,0
AMR,Argentina,2018,11,All,12594,0,567,0
AMR,Argentina,2018,16,All,10770,0,541,0
AMR,Argentina,2019,5,All,8372,0,895,0
AMR,Argentina,2017,2,All,10209,0,556,0
AMR,Argentina,2017,7,All,11769,0,448,0
AMR,Argentina,2017,12,All,18185,0,508,0
AMR,Argentina,2017,17,All,22492,0,870,0
AMR,Argentina,2017,22,All,38661,0,1829,0
AMR,Argentina,2017,27,All,45026,0,2528,0
AMR,Argentina,2017,32,All,27149,0,2600,0
AMR,Argentina,2017,37,All,20356,0,1193,0
AMR,Argentina,2017,42,All,16440,0,846,0
AMR,Argentina,2017,47,All,13027,0,411,0
AMR,Argentina,2017,52,All,6591,0,248,0
AMR,Argentina,2018,21,All,18232,0,1371,0
AMR,Argentina,2018,26,All,22190,0,2412,0
AMR,Argentina,2018,31,All,20297,0,2037,0
AMR,Argentina,2018,36,All,27922,0,1779,0
AMR,Argentina,2018,41,All,15995,0,1185,0
AMR,Argentina,2018,46,All,10368,0,971,0
AMR,Argentina,2018,51,All,4604,0,477,0
AMR,Argentina,2019,4,All,8626,0,925,0
AMR,Argentina,2019,9,All,10242,0,903,0
AMR,Argentina,2019,14,All,15469,0,1511,0
AMR,Argentina,2019,19,All,17522,0,1811,0
AMR,Argentina,2019,24,All,28922,0,2780,0
AMR,Argentina,2014,52,All,7154,0,358,0
AMR,Argentina,2015,4,All,11310,0,335,0
AMR,Argentina,2015,9,All,11863,0,410,0
AMR,Argentina,2015,14,All,15490,0,642,0
AMR,Argentina,2015,19,All,22412,0,824,0
AMR,Argentina,2015,24,All,26758,0,1601,0
AMR,Argentina,2017,21,All,32818,0,1597,0
AMR,Argentina,2017,26,All,53003,0,2755,0
AMR,Argentina,2017,31,All,22846,0,2515,0
AMR,Argentina,2017,36,All,22564,0,1689,0
AMR,Argentina,2017,41,All,17090,0,1216,0
AMR,Argentina,2017,46,All,12925,0,553,0
AMR,Argentina,2017,51,All,7769,0,365,0
AMR,Argentina,2019,3,All,8766,0,897,0
AMR,Argentina,2019,8,All,9655,0,913,0
AMR,Argentina,2019,13,All,18770,0,1598,0
AMR,Argentina,2019,18,All,15454,0,1543,0
AMR,Argentina,2019,23,All,27062,0,2605,0
AMR,Argentina,2019,28,All,29751,0,2445,0
AMR,Argentina,2019,33,All,26364,0,2059,0
AMR,Argentina,2015,29,All,28632,0,1891,0
AMR,Argentina,2015,34,All,33930,0,1178,0
AMR,Argentina,2015,39,All,26668,0,1087,0
AMR,Argentina,2015,44,All,19192,0,827,0
AMR,Argentina,2016,43,All,18215,0,952,0
AMR,Argentina,2016,48,All,12748,0,981,0
AMR,Argentina,2018,5,All,8103,0,400,0
AMR,Argentina,2018,10,All,10487,0,496,0
AMR,Argentina,2018,15,All,11120,0,524,0
AMR,Argentina,2018,20,All,16023,0,1166,0
AMR,Argentina,2018,25,All,22418,0,2513,0
AMR,Argentina,2018,30,All,19717,0,2133,0
AMR,Argentina,2018,35,All,29078,0,2128,0
AMR,Argentina,2018,40,All,16859,0,1270,0
AMR,Argentina,2018,45,All,9575,0,746,0
AMR,Argentina,2018,50,All,6137,0,572,0
AMR,Argentina,2015,49,All,12488,0,541,0
AMR,Argentina,2016,5,All,11429,0,556,0
AMR,Argentina,2016,10,All,15776,0,669,0
AMR,Argentina,2016,15,All,21065,0,813,0
AMR,Argentina,2016,20,All,38879,0,2202,0
AMR,Argentina,2016,52,All,7199,0,738,0
AMR,Argentina,2017,5,All,11523,0,385,0
AMR,Argentina,2017,10,All,13937,0,421,0
AMR,Argentina,2017,15,All,16626,0,691,0
AMR,Argentina,2017,20,All,29934,0,1250,0
AMR,Argentina,2017,25,All,54460,0,2999,0
AMR,Argentina,2017,30,All,29157,0,2165,0
AMR,Argentina,2018,4,All,8819,0,313,0
AMR,Argentina,2018,9,All,10166,0,435,0
AMR,Argentina,2018,14,All,12306,0,526,0
AMR,Argentina,2018,19,All,13797,0,1022,0
AMR,Argentina,2018,24,All,21118,0,1819,0
AMR,Argentina,2018,29,All,19602,0,2525,0
AMR,Argentina,2018,34,All,27394,0,2224,0
AMR,Argentina,2018,39,All,19202,0,1448,0
AMR,Argentina,2018,44,All,10970,0,966,0
AMR,Argentina,2018,49,All,7662,0,576,0
AMR,Argentina,2016,25,All,44755,0,2868,0
AMR,Argentina,2016,30,All,26809,0,1770,0
AMR,Argentina,2016,35,All,23875,0,1139,0
AMR,Argentina,2016,40,All,21586,0,1093,0
AMR,Argentina,2016,45,All,16146,0,1140,0
AMR,Argentina,2016,50,All,10267,0,871,0
AMR,Argentina,2017,3,All,10336,0,369,0
AMR,Argentina,2018,2,All,8798,0,343,0
AMR,Argentina,2018,7,All,9011,0,349,0
AMR,Argentina,2018,12,All,14493,0,615,0
AMR,Argentina,2018,17,All,9397,0,568,0
AMR,Argentina,2018,22,All,19416,0,1665,0
AMR,Argentina,2017,35,All,23485,0,1742,0
AMR,Argentina,2017,40,All,19232,0,1093,0
AMR,Argentina,2017,45,All,13777,0,637,0
AMR,Argentina,2017,50,All,8654,0,329,0
AMR,Argentina,2018,3,All,8953,0,403,0
AMR,Argentina,2018,27,All,21233,0,2357,0
AMR,Argentina,2018,32,All,22094,0,2152,0
AMR,Argentina,2018,37,All,28598,0,2140,0
AMR,Argentina,2018,8,All,10396,0,394,0
AMR,Argentina,2018,13,All,13417,0,569,0
AMR,Argentina,2018,18,All,11728,0,887,0
AMR,Argentina,2018,23,All,21260,0,1716,0
AMR,Argentina,2018,28,All,21136,0,2398,0
AMR,Argentina,2018,33,All,25740,0,2324,0
AMR,Argentina,2018,38,All,23410,0,1657,0
AMR,Argentina,2018,43,All,12449,0,840,0
AMR,Argentina,2019,2,All,8861,0,892,0
AMR,Argentina,2019,7,All,9513,0,891,0
AMR,Argentina,2019,12,All,15353,0,1452,0
AMR,Argentina,2019,17,All,16183,0,1280,0
AMR,Argentina,2019,22,All,24508,0,2298,0
AMR,Argentina,2019,27,All,29065,0,2648,0
AMR,Argentina,2019,32,All,25025,0,2073,0
AMR,Argentina,2019,37,All,19827,0,1817,0
AMR,Argentina,2019,42,All,13208,0,1155,0
AMR,Argentina,2019,47,All,9588,0,662,0
AMR,Argentina,2019,52,All,2114,0,194,0
AMR,Argentina,2020,5,All,9025,0,351,0
AMR,Argentina,2020,10,All,12460,0,377,0
AMR,Argentina,2018,42,All,13419,0,1236,0
AMR,Argentina,2018,47,All,9513,0,893,0
AMR,Argentina,2018,52,All,3035,0,382,0
AMR,Argentina,2019,10,All,9145,0,891,0
AMR,Argentina,2019,15,All,16258,0,1423,0
AMR,Argentina,2019,20,All,20704,0,2020,0
AMR,Argentina,2019,25,All,26296,0,2697,0
AMR,Argentina,2019,30,All,23775,0,2112,0
AMR,Argentina,2019,35,All,24528,0,1814,0
AMR,Argentina,2019,40,All,15922,0,1340,0
AMR,Argentina,2019,45,All,11515,0,791,0
AMR,Argentina,2019,50,All,5996,0,308,0
AMR,Argentina,2021,3,All,6506,0,1301,0
AMR,Argentina,2021,8,All,7487,0,1062,0
AMR,Argentina,2021,13,All,9132,0,1769,0
AMR,Argentina,2021,18,All,10201,0,1727,0
AMR,Argentina,2021,23,All,9557,0,1717,0
AMR,Argentina,2021,28,All,10539,0,1241,0
AMR,Argentina,2021,33,All,11445,0,1168,0
AMR,Argentina,2021,38,All,10593,0,772,0
AMR,Argentina,2017,39,All,18954,0,1139,0
AMR,Argentina,2017,44,All,14612,0,586,0
AMR,Argentina,2017,49,All,10271,0,543,0
AMR,Argentina,2018,48,All,10555,0,794,0
AMR,Argentina,2019,1,All,7685,0,898,0
AMR,Argentina,2019,6,All,9508,0,958,0
AMR,Argentina,2019,11,All,11380,0,1043,0
AMR,Argentina,2019,16,All,14704,0,1400,0
AMR,Argentina,2019,21,All,22014,0,2172,0
AMR,Argentina,2019,26,All,28449,0,2608,0
AMR,Argentina,2019,31,All,22689,0,1934,0
AMR,Argentina,2019,36,All,22956,0,2005,0
AMR,Argentina,2019,41,All,15302,0,1260,0
AMR,Argentina,2019,46,All,10910,0,698,0
AMR,Argentina,2019,51,All,4134,0,309,0
AMR,Argentina,2020,15,All,4532,0,1866,0
AMR,Argentina,2020,20,All,4882,0,2084,0
AMR,Argentina,2020,25,All,5857,0,2779,0
AMR,Argentina,2020,30,All,6148,0,2541,0
AMR,Argentina,2020,35,All,6050,0,2417,0
AMR,Argentina,2020,40,All,5237,0,1977,0
AMR,Argentina,2020,45,All,3969,0,1497,0
AMR,Argentina,2020,50,All,2662,0,1097,0
AMR,Argentina,2021,4,All,6248,0,1118,0
AMR,Argentina,2021,9,All,7453,0,1107,0
AMR,Argentina,2021,14,All,10006,0,1990,0
AMR,Argentina,2021,19,All,11837,0,2002,0
AMR,Argentina,2021,24,All,8785,0,1371,0
AMR,Argentina,2021,29,All,9200,0,1246,0
AMR,Argentina,2019,29,All,27997,0,2505,0
AMR,Argentina,2019,34,All,26081,0,2380,0
AMR,Argentina,2019,39,All,19202,0,1544,0
AMR,Argentina,2019,44,All,12665,0,1081,0
AMR,Argentina,2019,49,All,7598,0,419,0
AMR,Argentina,2020,2,All,8913,0,338,0
AMR,Argentina,2020,7,All,9446,0,463,0
AMR,Argentina,2020,12,All,10809,0,918,0
AMR,Argentina,2020,17,All,4846,0,1960,0
AMR,Argentina,2020,22,All,5191,0,1938,0
AMR,Argentina,2020,27,All,5981,0,2656,0
AMR,Argentina,2020,32,All,6249,0,2483,0
AMR,Argentina,2021,17,All,9618,0,1646,0
AMR,Argentina,2021,22,All,9768,0,1968,0
AMR,Argentina,2021,27,All,10287,0,1505,0
AMR,Argentina,2021,32,All,10989,0,1026,0
AMR,Argentina,2021,37,All,10766,0,891,0
AMR,Argentina,2021,42,All,10938,0,663,0
AMR,Argentina,2021,47,All,7424,0,540,0
AMR,Argentina,2021,52,All,2620,0,622,0
AMR,Argentina,2022,5,All,9340,0,699,0
AMR,Argentina,2019,38,All,19285,0,1678,0
AMR,Argentina,2019,43,All,14055,0,1250,0
AMR,Argentina,2019,48,All,8984,0,547,0
AMR,Argentina,2020,37,All,6077,0,2292,0
AMR,Argentina,2020,42,All,4802,0,1686,0
AMR,Argentina,2020,47,All,3647,0,1203,0
AMR,Argentina,2020,52,All,2289,0,1161,0
AMR,Argentina,2021,1,All,7762,0,1455,0
AMR,Argentina,2021,6,All,6682,0,1029,0
AMR,Argentina,2021,11,All,8148,0,1285,0
AMR,Argentina,2021,16,All,8921,0,1792,0
AMR,Argentina,2021,21,All,9555,0,1990,0
AMR,Argentina,2021,26,All,9143,0,1455,0
AMR,Argentina,2021,31,All,10994,0,1269,0
AMR,Argentina,2021,36,All,10095,0,931,0
AMR,Argentina,2021,41,All,9955,0,716,0
AMR,Argentina,2021,46,All,8542,0,590,0
AMR,Argentina,2021,51,All,3145,0,489,0
AMR,Argentina,2020,3,All,8241,0,333,0
AMR,Argentina,2020,8,All,9369,0,376,0
AMR,Argentina,2020,13,All,5783,0,1229,0
AMR,Argentina,2020,18,All,4435,0,1707,0
AMR,Argentina,2020,23,All,5677,0,2178,0
AMR,Argentina,2020,28,All,5292,0,2570,0
AMR,Argentina,2020,33,All,5989,0,2228,0
AMR,Argentina,2020,38,All,5391,0,2038,0
AMR,Argentina,2020,43,All,4582,0,1628,0
AMR,Argentina,2020,48,All,3340,0,1127,0
AMR,Argentina,2020,53,All,1807,0,1388,0
AMR,Argentina,2021,2,All,6921,0,1376,0
AMR,Argentina,2021,7,All,6681,0,1094,0
AMR,Argentina,2021,12,All,8581,0,1382,0
AMR,Argentina,2022,1,All,14475,0,1188,0
AMR,Argentina,2022,6,All,8786,0,537,0
AMR,Argentina,2022,11,All,36055,0,773,0
AMR,Argentina,2020,4,All,8403,0,536,0
AMR,Argentina,2020,9,All,10413,0,375,0
AMR,Argentina,2020,1,All,7820,0,360,0
AMR,Argentina,2020,6,All,9466,0,391,0
AMR,Argentina,2020,11,All,14932,0,473,0
AMR,Argentina,2020,16,All,4644,0,2056,0
AMR,Argentina,2020,21,All,5029,0,2025,0
AMR,Argentina,2020,26,All,5772,0,2508,0
AMR,Argentina,2020,31,All,5757,0,2609,0
AMR,Argentina,2020,36,All,6093,0,2363,0
AMR,Argentina,2020,41,All,5025,0,1962,0
AMR,Argentina,2020,46,All,3745,0,1336,0
AMR,Argentina,2020,51,All,2783,0,1059,0
AMR,Argentina,2022,4,All,11301,0,908,0
AMR,Argentina,2022,9,All,20938,0,703,0
AMR,Argentina,2022,14,All,35406,0,573,0
AMR,Argentina,2022,19,All,32315,0,761,0
AMR,Argentina,2022,24,All,33494,0,920,0
AMR,Argentina,2022,29,All,25990,0,833,0
AMR,Argentina,2022,34,All,23663,0,595,0
AMR,Argentina,2022,39,All,27058,0,561,0
AMR,Argentina,2022,44,All,36614,0,481,0
AMR,Argentina,2022,49,All,14365,0,409,0
AMR,Argentina,2021,5,All,6733,0,1097,0
AMR,Argentina,2021,10,All,7620,0,1171,0
AMR,Argentina,2020,14,All,4812,0,1879,0
AMR,Argentina,2020,19,All,4652,0,1753,0
AMR,Argentina,2020,24,All,6094,0,2343,0
AMR,Argentina,2021,15,All,9699,0,1846,0
AMR,Argentina,2021,20,All,11548,0,2223,0
AMR,Argentina,2021,25,All,8921,0,1455,0
AMR,Argentina,2021,30,All,10123,0,1125,0
AMR,Argentina,2020,29,All,6067,0,2838,0
AMR,Argentina,2020,34,All,5670,0,2401,0
AMR,Argentina,2020,39,All,5464,0,2144,0
AMR,Argentina,2020,44,All,4189,0,1436,0
AMR,Argentina,2020,49,All,3097,0,1064,0
AMR,Argentina,2021,35,All,10647,0,981,0
AMR,Argentina,2021,40,All,10734,0,673,0
AMR,Argentina,2021,45,All,9871,0,639,0
AMR,Argentina,2021,50,All,4767,0,507,0
AMR,Argentina,2023,2,All,12596,0,356,0
AMR,Argentina,2023,7,All,10803,0,197,0
AMR,Argentina,2023,12,All,15789,0,232,0
AMR,Argentina,2023,17,All,23588,0,409,0
AMR,Argentina,2023,22,All,37232,0,688,0
AMR,Argentina,2023,27,All,34071,0,569,0
AMR,Argentina,2023,32,All,23828,0,375,0
AMR,Chile,2015,4,All,26,1568529,34,2430
AMR,Chile,2015,9,All,41,1568529,33,2134
AMR,Argentina,2021,43,All,10843,0,731,0
AMR,Argentina,2021,48,All,6624,0,504,0
AMR,Argentina,2023,5,All,9191,0,246,0
AMR,Argentina,2023,10,All,13237,0,293,0
AMR,Argentina,2023,15,All,19603,0,291,0
AMR,Argentina,2023,20,All,34502,0,585,0
AMR,Argentina,2023,25,All,35942,0,680,0
AMR,Argentina,2023,30,All,24413,0,366,0
AMR,Argentina,2023,35,All,19951,0,379,0
AMR,Chile,2015,2,All,21,1568529,44,2526
AMR,Chile,2015,7,All,26,1568529,27,2085
AMR,Chile,2015,12,All,82,1568529,45,2361
AMR,Chile,2015,17,All,93,1568529,75,2244
AMR,Chile,2015,22,All,107,1568529,88,2176
AMR,Chile,2015,27,All,116,1568529,179,2257
AMR,Chile,2015,32,All,156,1568529,162,2333
AMR,Chile,2015,37,All,430,1568529,189,2438
AMR,Argentina,2022,10,All,30199,0,731,0
AMR,Argentina,2022,15,All,27337,0,512,0
AMR,Argentina,2022,20,All,31779,0,898,0
AMR,Argentina,2022,25,All,30784,0,824,0
AMR,Argentina,2023,4,All,9994,0,223,0
AMR,Argentina,2023,9,All,11261,0,283,0
AMR,Argentina,2023,14,All,17327,0,273,0
AMR,Argentina,2023,19,All,29889,0,537,0
AMR,Argentina,2023,24,All,38709,0,617,0
AMR,Argentina,2023,29,All,25761,0,440,0
AMR,Argentina,2023,34,All,20256,0,377,0
AMR,Chile,2015,6,All,36,1568529,45,2106
AMR,Chile,2015,11,All,58,1568529,43,2476
AMR,Chile,2015,16,All,85,1568529,70,2247
AMR,Chile,2015,21,All,105,1568529,75,1949
AMR,Chile,2015,26,All,146,1568529,140,2441
AMR,Chile,2015,31,All,118,1568529,166,2446
AMR,Chile,2015,36,All,405,1568529,185,2461
AMR,Chile,2015,41,All,316,1568529,125,2452
AMR,Chile,2015,46,All,181,1568529,97,2337
AMR,Chile,2015,51,All,79,1568529,44,2331
AMR,Chile,2016,2,All,41,0,58,2341
AMR,Chile,2016,7,All,29,0,42,2173
AMR,Argentina,2021,44,All,9037,0,615,0
AMR,Argentina,2021,49,All,5173,0,564,0
AMR,Argentina,2022,2,All,14058,0,1424,0
AMR,Argentina,2022,30,All,22232,0,702,0
AMR,Argentina,2022,35,All,21330,0,611,0
AMR,Argentina,2022,40,All,25866,0,482,0
AMR,Argentina,2022,45,All,39733,0,433,0
AMR,Argentina,2022,50,All,14353,0,458,0
AMR,Argentina,2023,3,All,10615,0,301,0
AMR,Argentina,2023,8,All,10166,0,196,0
AMR,Argentina,2023,13,All,17597,0,246,0
AMR,Argentina,2023,18,All,23828,0,480,0
AMR,Argentina,2023,23,All,39637,0,717,0
AMR,Argentina,2023,28,All,30095,0,518,0
AMR,Argentina,2023,33,All,23687,0,369,0
AMR,Chile,2015,5,All,33,1568529,35,2337
AMR,Chile,2015,10,All,42,1568529,35,2353
AMR,Chile,2015,15,All,88,1568529,54,2333
AMR,Chile,2015,20,All,75,1568529,73,2268
AMR,Chile,2016,1,All,40,0,45,2494
AMR,Chile,2016,6,All,26,0,33,2156
AMR,Chile,2016,11,All,78,0,66,2434
AMR,Argentina,2022,7,All,10659,0,605,0
AMR,Argentina,2022,12,All,32754,0,634,0
AMR,Argentina,2022,17,All,24735,0,547,0
AMR,Chile,2015,14,All,69,1568529,51,2142
AMR,Chile,2015,19,All,99,1568529,87,2361
AMR,Chile,2015,24,All,115,1568529,137,2187
AMR,Chile,2015,29,All,112,1568529,188,2087
AMR,Chile,2015,34,All,342,1568529,194,2392
AMR,Chile,2015,39,All,360,1568529,171,2555
AMR,Chile,2015,44,All,201,1568529,107,2312
AMR,Chile,2015,49,All,89,1568529,68,2330
AMR,Chile,2016,5,All,40,0,30,2147
AMR,Chile,2016,10,All,69,0,58,2304
AMR,Chile,2016,15,All,64,0,72,2348
AMR,Chile,2016,20,All,133,0,104,2412
AMR,Argentina,2022,22,All,34125,0,925,0
AMR,Argentina,2022,27,All,29741,0,868,0
AMR,Argentina,2022,32,All,22081,0,653,0
AMR,Argentina,2022,37,All,24633,0,526,0
AMR,Argentina,2021,34,All,12076,0,1034,0
AMR,Argentina,2021,39,All,10921,0,734,0
AMR,Argentina,2022,3,All,13698,0,1303,0
AMR,Argentina,2022,8,All,14161,0,553,0
AMR,Argentina,2022,13,All,32449,0,567,0
AMR,Argentina,2022,18,All,28461,0,613,0
AMR,Argentina,2022,23,All,37009,0,1043,0
AMR,Argentina,2022,28,All,29169,0,821,0
AMR,Argentina,2022,33,All,21445,0,656,0
AMR,Argentina,2022,38,All,24404,0,502,0
AMR,Argentina,2022,43,All,36376,0,501,0
AMR,Argentina,2022,48,All,17741,0,323,0
AMR,Argentina,2023,1,All,15764,0,443,0
AMR,Argentina,2023,6,All,9673,0,215,0
AMR,Argentina,2022,42,All,34068,0,591,0
AMR,Argentina,2022,47,All,22804,0,283,0
AMR,Argentina,2022,52,All,9388,0,408,0
AMR,Argentina,2023,11,All,15187,0,245,0
AMR,Argentina,2023,16,All,22756,0,313,0
AMR,Argentina,2023,21,All,34998,0,670,0
AMR,Argentina,2022,16,All,28222,0,496,0
AMR,Argentina,2022,21,All,31862,0,846,0
AMR,Argentina,2022,26,All,30442,0,872,0
AMR,Argentina,2022,31,All,22328,0,677,0
AMR,Argentina,2022,36,All,22592,0,617,0
AMR,Argentina,2022,41,All,28664,0,545,0
AMR,Argentina,2022,46,All,31272,0,329,0
AMR,Argentina,2022,51,All,10577,0,468,0
AMR,Chile,2015,52,All,49,1568529,42,1964
AMR,Chile,2016,43,All,83,0,60,2242
AMR,Chile,2016,48,All,43,0,55,2248
AMR,Chile,2017,1,All,23,0,51,3156
AMR,Chile,2017,6,All,14,0,37,2729
AMR,Chile,2015,42,All,240,1568529,123,2214
AMR,Chile,2015,47,All,162,1568529,89,2265
AMR,Chile,2016,3,All,34,0,28,2298
AMR,Chile,2016,8,All,30,0,40,2205
AMR,Chile,2016,13,All,88,0,68,2368
AMR,Chile,2016,18,All,139,0,95,2252
AMR,Chile,2016,23,All,181,0,177,2303
AMR,Chile,2016,28,All,423,0,223,2380
AMR,Chile,2016,33,All,368,0,159,2250
AMR,Chile,2016,38,All,199,0,122,2340
AMR,Chile,2017,2,All,25,0,60,3094
AMR,Chile,2016,25,All,278,0,157,2434
AMR,Chile,2016,30,All,404,0,159,2429
AMR,Chile,2016,35,All,394,0,126,2351
AMR,Chile,2016,40,All,180,0,79,2308
AMR,Chile,2016,45,All,64,0,45,2185
AMR,Chile,2016,50,All,42,0,39,2226
AMR,Chile,2017,29,All,219,0,179,2732
AMR,Chile,2017,34,All,134,0,114,2654
AMR,Chile,2017,39,All,124,0,101,2450
AMR,Chile,2015,25,All,151,1568529,147,2513
AMR,Chile,2015,30,All,143,1568529,147,2453
AMR,Chile,2015,35,All,412,1568529,245,2405
AMR,Chile,2015,40,All,209,1568529,132,2386
AMR,Chile,2015,45,All,196,1568529,101,2299
AMR,Chile,2015,50,All,56,1568529,39,2163
AMR,Chile,2016,16,All,81,0,63,2301
AMR,Chile,2016,21,All,125,0,143,2491
AMR,Chile,2016,26,All,317,0,200,2339
AMR,Chile,2016,31,All,368,0,160,2440
AMR,Chile,2016,36,All,337,0,135,2431
AMR,Chile,2016,41,All,142,0,78,2299
AMR,Chile,2016,46,All,55,0,53,2134
AMR,Chile,2016,51,All,28,0,39,2226
AMR,Chile,2017,4,All,18,0,35,2929
AMR,Chile,2017,9,All,35,0,40,2793
AMR,Chile,2017,14,All,124,0,72,2829
AMR,Chile,2017,19,All,190,0,109,3062
AMR,Chile,2017,24,All,504,0,229,2690
AMR,Chile,2018,3,All,19,0,28,2570
AMR,Chile,2017,3,All,20,0,48,3098
AMR,Chile,2017,8,All,55,0,38,2598
AMR,Chile,2017,13,All,118,0,76,2717
AMR,Chile,2017,18,All,170,0,110,2661
AMR,Chile,2017,23,All,370,0,213,2762
AMR,Chile,2017,28,All,287,0,192,2660
AMR,Chile,2017,33,All,141,0,105,2488
