WHOREGION,COUNTRY_AREA_TERRITORY,ISO_YEAR,ISO_WEEK,AGEGROUP_CODE,ILI_CASE,ILI_OUTPATIENTS,SARI_CASE,SARI_INPATIENTS
AFR,South Africa,2016,4,All,94,9394,377,13149
AFR,South Africa,2016,9,All,108,11798,359,13105
AFR,South Africa,2016,14,All,145,10945,473,12954
AFR,South Africa,2016,19,All,224,11028,553,12362
AFR,South Africa,2016,24,All,36,0,82,0
AFR,South Africa,2016,1,All,110,15161,374,10830
AFR,South Africa,2016,6,All,112,11638,362,12988
AFR,South Africa,2016,11,All,117,11736,421,13212
AFR,South Africa,2016,16,All,181,11719,542,13193
AFR,South Africa,2016,21,All,44,0,100,0
AFR,South Africa,2016,3,All,55,8845,269,10916
AFR,South Africa,2016,8,All,57,3011,305,4623
AFR,South Africa,2016,13,All,179,11996,424,10998
AFR,South Africa,2016,18,All,210,11236,474,10944
AFR,South Africa,2016,23,All,52,0,117,0
AFR,South Africa,2016,2,All,77,10203,298,11770
AFR,South Africa,2016,7,All,123,11625,262,11321
AFR,South Africa,2019,3,All,0,0,71,0
AFR,South Africa,2019,8,All,3,0,136,0
AFR,South Africa,2019,13,All,5,0,114,0
AFR,South Africa,2016,5,All,105,11709,358,13228
AFR,South Africa,2016,10,All,144,11915,447,12981
AFR,South Africa,2016,15,All,137,11283,523,12770
AFR,South Africa,2016,20,All,188,9661,302,8142
AFR,South Africa,2016,25,All,53,0,70,0
AFR,South Africa,2016,28,All,21,0,18,0
AFR,South Africa,2018,3,All,13,0,56,0
AFR,South Africa,2018,8,All,26,0,94,0
AFR,South Africa,2018,13,All,17,0,82,0
AFR,South Africa,2016,26,All,61,0,89,0
AFR,South Africa,2018,1,All,9,0,50,0
AFR,South Africa,2019,18,All,26,0,90,0
AFR,South Africa,2019,23,All,160,0,123,0
AFR,South Africa,2019,28,All,35,0,69,0
AFR,South Africa,2019,33,All,16,0,87,0
AFR,South Africa,2018,5,All,25,0,87,0
AFR,South Africa,2018,10,All,30,0,118,0
AFR,South Africa,2018,15,All,25,0,134,0
AFR,South Africa,2018,20,All,28,0,111,0
AFR,South Africa,2018,25,All,31,0,95,0
AFR,South Africa,2018,18,All,21,0,91,0
AFR,South Africa,2018,23,All,13,0,120,0
AFR,South Africa,2018,28,All,26,0,93,0
AFR,South Africa,2018,33,All,6,0,119,0
AFR,South Africa,2018,38,All,22,0,93,0
AFR,South Africa,2018,43,All,12,0,72,0
AFR,South Africa,2018,48,All,5,0,45,0
AFR,South Africa,2016,12,All,140,10519,303,8160
AFR,South Africa,2016,17,All,158,11469,424,10578
AFR,South Africa,2016,22,All,50,0,97,0
AFR,South Africa,2016,27,All,62,0,78,0
AFR,South Africa,2019,5,All,1,0,77,0
AFR,South Africa,2019,10,All,15,0,117,0
AFR,South Africa,2019,15,All,24,0,117,0
AFR,South Africa,2019,20,All,69,0,119,0
AFR,South Africa,2019,25,All,114,0,105,0
AFR,South Africa,2019,38,All,5,0,92,0
AFR,South Africa,2019,43,All,6,0,68,0
AFR,South Africa,2019,48,All,2,0,75,0
AFR,South Africa,2018,30,All,8,0,101,0
AFR,South Africa,2018,35,All,12,0,98,0
AFR,South Africa,2018,40,All,5,0,90,0
AFR,South Africa,2018,45,All,7,0,60,0
AFR,South Africa,2018,50,All,9,0,58,0
AFR,South Africa,2018,6,All,21,0,113,0
AFR,South Africa,2018,11,All,36,0,111,0
AFR,South Africa,2018,16,All,49,0,143,0
AFR,South Africa,2018,21,All,29,0,134,0
AFR,South Africa,2019,1,All,1,0,40,0
AFR,South Africa,2019,6,All,3,0,79,0
AFR,South Africa,2019,11,All,16,0,98,0
AFR,South Africa,2019,16,All,15,0,102,0
AFR,South Africa,2019,21,All,112,0,114,0
AFR,South Africa,2019,26,All,95,0,86,0
AFR,South Africa,2020,22,All,4,0,76,0
AFR,South Africa,2020,27,All,10,0,93,0
AFR,South Africa,2020,32,All,14,0,124,0
AFR,South Africa,2019,14,All,12,0,102,0
AFR,South Africa,2019,19,All,42,0,80,0
AFR,South Africa,2019,24,All,196,0,126,0
AFR,South Africa,2019,2,All,0,0,56,0
AFR,South Africa,2019,7,All,0,0,10,0
AFR,South Africa,2019,12,All,10,0,104,0
AFR,South Africa,2019,17,All,18,0,90,0
AFR,South Africa,2019,30,All,35,0,90,0
AFR,South Africa,2019,35,All,23,0,90,0
AFR,South Africa,2019,40,All,10,0,78,0
AFR,South Africa,2019,45,All,1,0,93,0
AFR,South Africa,2019,50,All,1,0,48,0
AFR,South Africa,2018,26,All,17,0,106,0
AFR,South Africa,2018,31,All,10,0,97,0
AFR,South Africa,2018,36,All,8,0,101,0
AFR,South Africa,2018,41,All,6,0,89,0
AFR,South Africa,2018,46,All,10,0,77,0
AFR,South Africa,2018,51,All,5,0,33,0
AFR,South Africa,2019,31,All,19,0,80,0
AFR,South Africa,2019,36,All,12,0,90,0
AFR,South Africa,2020,5,All,9,0,55,0
AFR,South Africa,2020,37,All,3,0,122,0
AFR,South Africa,2020,42,All,9,0,99,0
AFR,South Africa,2020,47,All,1,0,101,0
AFR,South Africa,2020,52,All,0,0,51,0
AFR,South Africa,2021,1,All,0,0,115,0
AFR,South Africa,2019,22,All,98,0,107,0
AFR,South Africa,2019,27,All,37,0,92,0
AFR,South Africa,2019,32,All,19,0,70,0
AFR,South Africa,2019,37,All,14,0,91,0
AFR,South Africa,2019,42,All,9,0,94,0
AFR,South Africa,2019,47,All,2,0,68,0
AFR,South Africa,2019,4,All,2,0,70,0
AFR,South Africa,2019,9,All,7,0,88,0
AFR,South Africa,2020,10,All,14,0,52,0
AFR,South Africa,2020,15,All,7,0,46,0
AFR,South Africa,2020,20,All,4,0,63,0
AFR,South Africa,2020,25,All,9,0,109,0
AFR,South Africa,2019,52,All,0,0,29,0
AFR,South Africa,2020,49,All,1,0,75,0
AFR,South Africa,2021,6,All,2,0,101,0
AFR,South Africa,2021,11,All,2,0,116,0
AFR,South Africa,2021,16,All,2,0,105,0
AFR,South Africa,2021,21,All,9,0,105,0
AFR,South Africa,2018,2,All,5,0,53,0
AFR,South Africa,2018,7,All,22,0,87,0
AFR,South Africa,2018,12,All,22,0,76,0
AFR,South Africa,2018,17,All,33,0,110,0
AFR,South Africa,2018,22,All,20,0,109,0
AFR,South Africa,2018,27,All,23,0,91,0
AFR,South Africa,2020,3,All,1,0,55,0
AFR,South Africa,2020,8,All,21,0,72,0
AFR,South Africa,2020,30,All,13,0,119,0
AFR,South Africa,2020,35,All,8,0,77,0
AFR,South Africa,2020,40,All,4,0,114,0
AFR,South Africa,2020,45,All,4,0,110,0
AFR,South Africa,2020,50,All,1,0,90,0
AFR,South Africa,2021,3,All,4,0,150,0
AFR,South Africa,2021,8,All,3,0,85,0
AFR,South Africa,2021,13,All,4,0,66,0
AFR,South Africa,2021,18,All,3,0,124,0
AFR,South Africa,2021,23,All,23,0,132,0
AFR,South Africa,2018,32,All,8,0,85,0
AFR,South Africa,2018,37,All,14,0,103,0
AFR,South Africa,2018,42,All,5,0,80,0
AFR,South Africa,2018,47,All,10,0,57,0
AFR,South Africa,2018,52,All,0,0,6,0
AFR,South Africa,2021,26,All,10,0,152,0
AFR,South Africa,2021,31,All,4,0,187,0
AFR,South Africa,2021,36,All,1,0,161,0
AFR,South Africa,2021,41,All,1,0,125,0
AFR,South Africa,2020,13,All,5,0,91,0
AFR,South Africa,2020,18,All,0,0,31,0
AFR,South Africa,2020,23,All,2,0,106,0
AFR,South Africa,2020,28,All,16,0,89,0
AFR,South Africa,2020,33,All,13,0,95,0
AFR,South Africa,2020,38,All,4,0,121,0
AFR,South Africa,2021,4,All,4,0,116,0
AFR,South Africa,2021,9,All,4,0,86,0
AFR,South Africa,2021,14,All,2,0,80,0
AFR,South Africa,2021,19,All,6,0,122,0
AFR,South Africa,2021,24,All,20,0,78,0
AFR,South Africa,2019,29,All,35,0,71,0
AFR,South Africa,2019,34,All,14,0,91,0
AFR,South Africa,2019,39,All,10,0,60,0
AFR,South Africa,2019,44,All,5,0,75,0
AFR,South Africa,2019,49,All,4,0,61,0
AFR,South Africa,2021,28,All,5,0,176,0
AFR,South Africa,2021,33,All,1,0,168,0
AFR,South Africa,2021,38,All,1,0,81,0
AFR,South Africa,2021,43,All,5,0,110,0
AFR,South Africa,2021,48,All,13,0,95,0
AFR,South Africa,2020,43,All,4,0,105,0
AFR,South Africa,2020,48,All,0,0,82,0
AFR,South Africa,2020,53,All,0,0,54,0
AFR,South Africa,2022,3,All,3,0,89,0
AFR,South Africa,2022,8,All,5,0,127,0
AFR,South Africa,2021,46,All,9,0,147,0
AFR,South Africa,2021,51,All,2,0,84,0
AFR,South Africa,2022,15,All,4,0,114,0
AFR,South Africa,2020,2,All,5,0,59,0
AFR,South Africa,2020,7,All,23,0,73,0
AFR,South Africa,2020,12,All,28,0,62,0
AFR,South Africa,2020,17,All,0,0,56,0
AFR,South Africa,2019,41,All,8,0,91,0
AFR,South Africa,2019,46,All,2,0,83,0
AFR,South Africa,2019,51,All,6,0,38,0
AFR,South Africa,2020,4,All,4,0,63,0
AFR,South Africa,2022,13,All,7,0,161,0
AFR,South Africa,2022,18,All,13,0,161,0
AFR,South Africa,2022,23,All,69,0,217,0
AFR,South Africa,2022,28,All,36,0,137,0
AFR,South Africa,2022,33,All,53,0,175,0
AFR,South Africa,2022,37,All,59,0,171,0
AFR,South Africa,2022,42,All,24,0,144,0
AFR,South Africa,2022,47,All,10,0,117,0
AFR,South Africa,2022,52,All,10,0,54,0
AFR,South Africa,2023,5,All,13,0,144,0
AFR,South Africa,2022,20,All,45,0,197,0
AFR,South Africa,2022,25,All,52,0,188,0
AFR,South Africa,2022,30,All,52,0,126,0
AFR,South Africa,2022,35,All,69,0,170,0
AFR,South Africa,2020,9,All,13,0,66,0
AFR,South Africa,2020,14,All,6,0,67,0
AFR,South Africa,2020,19,All,3,0,55,0
AFR,South Africa,2020,24,All,6,0,133,0
AFR,South Africa,2022,1,All,0,0,82,0
AFR,South Africa,2022,6,All,5,0,112,0
AFR,South Africa,2022,11,All,4,0,156,0
AFR,South Africa,2022,16,All,12,0,140,0
AFR,South Africa,2022,21,All,55,0,197,0
AFR,South Africa,2022,26,All,46,0,147,0
AFR,South Africa,2021,5,All,0,0,92,0
AFR,South Africa,2021,10,All,2,0,111,0
AFR,South Africa,2021,15,All,0,0,113,0
AFR,South Africa,2021,20,All,7,0,128,0
AFR,South Africa,2021,25,All,11,0,183,0
AFR,South Africa,2021,30,All,1,0,201,0
AFR,South Africa,2022,38,All,41,0,174,0
AFR,South Africa,2022,43,All,29,0,166,0
AFR,South Africa,2022,48,All,6,0,132,0
AFR,South Africa,2023,10,All,13,0,146,0
AFR,South Africa,2023,15,All,16,0,188,0
AFR,South Africa,2023,20,All,64,0,198,0
AFR,South Africa,2023,25,All,46,0,168,0
AFR,South Africa,2023,30,All,34,0,154,0
AFR,South Africa,2022,40,All,42,0,171,0
AFR,South Africa,2022,45,All,16,0,160,0
AFR,South Africa,2022,50,All,5,0,112,0
AFR,South Africa,2023,3,All,19,0,122,0
AFR,South Africa,2023,8,All,10,0,183,0
AFR,South Africa,2020,29,All,7,0,105,0
AFR,South Africa,2020,34,All,9,0,100,0
AFR,South Africa,2020,39,All,3,0,82,0
AFR,South Africa,2020,44,All,2,0,122,0
AFR,South Africa,2022,31,All,51,0,12,0
AFR,South Africa,2022,36,All,82,0,190,0
AFR,South Africa,2022,41,All,32,0,179,0
AFR,South Africa,2022,46,All,11,0,147,0
AFR,South Africa,2022,51,All,2,0,78,0
AFR,South Africa,2021,2,All,6,0,134,0
AFR,South Africa,2021,7,All,4,0,102,0
AFR,South Africa,2021,12,All,2,0,74,0
AFR,South Africa,2021,17,All,2,0,72,0
AFR,South Africa,2021,22,All,7,0,92,0
AFR,South Africa,2021,35,All,5,0,149,0
AFR,South Africa,2021,40,All,0,0,111,0
AFR,South Africa,2021,45,All,6,0,138,0
AFR,South Africa,2021,50,All,13,0,97,0
AFR,South Africa,2023,35,All,34,0,151,0
AFR,Ethiopia,2012,3,All,526,2133,0,0
AFR,Ethiopia,2012,8,All,614,2106,0,114
AFR,Ethiopia,2012,13,All,592,2132,1,115
AFR,South Africa,2023,13,All,28,0,196,0
AFR,South Africa,2023,18,All,30,0,202,0
AFR,South Africa,2021,27,All,6,0,169,0
AFR,South Africa,2021,32,All,4,0,138,0
AFR,South Africa,2021,37,All,3,0,142,0
AFR,South Africa,2021,42,All,4,0,105,0
AFR,Ethiopia,2012,18,All,597,2300,0,91
AFR,Ethiopia,2012,23,All,492,2429,2,153
AFR,Ethiopia,2012,28,All,638,2238,0,4
AFR,Ethiopia,2012,33,All,510,2328,3,26
AFR,Ethiopia,2012,6,All,598,2174,0,151
AFR,Ethiopia,2012,11,All,554,2244,1,96
AFR,Ethiopia,2012,16,All,495,2221,0,137
AFR,Ethiopia,2012,20,All,515,2509,1,121
AFR,South Africa,2023,2,All,23,0,140,0
AFR,South Africa,2023,7,All,9,0,171,0
AFR,South Africa,2021,29,All,4,0,216,0
AFR,South Africa,2021,34,All,2,0,152,0
AFR,South Africa,2021,39,All,1,0,111,0
AFR,South Africa,2021,44,All,1,0,97,0
AFR,South Africa,2021,49,All,14,0,119,0
AFR,Ethiopia,2012,38,All,496,2739,2,19
AFR,Ethiopia,2012,43,All,431,2737,5,28
AFR,Ethiopia,2012,48,All,372,2754,5,43
AFR,Ethiopia,2012,4,All,614,2214,0,0
AFR,Ethiopia,2012,9,All,568,2122,0,91
AFR,Ethiopia,2012,21,All,596,2254,0,110
AFR,Ethiopia,2012,26,All,498,1927,1,24
AFR,Ethiopia,2012,31,All,579,2099,1,24
AFR,Ethiopia,2012,36,All,473,2693,8,31
AFR,South Africa,2021,47,All,8,0,105,0
AFR,South Africa,2021,52,All,1,0,76,0
AFR,South Africa,2022,5,All,8,0,113,0
AFR,South Africa,2022,10,All,6,0,136,0
AFR,South Africa,2023,12,All,26,0,165,0
AFR,South Africa,2023,17,All,17,0,140,0
AFR,South Africa,2023,22,All,136,0,179,0
AFR,South Africa,2023,27,All,40,0,157,0
AFR,South Africa,2023,32,All,21,0,115,0
AFR,South Africa,2023,37,All,33,0,139,0
AFR,Ethiopia,2012,14,All,520,2283,0,83
AFR,Ethiopia,2012,19,All,507,2032,0,83
AFR,Ethiopia,2012,24,All,638,2123,2,110
AFR,South Africa,2022,2,All,1,0,84,0
AFR,South Africa,2022,7,All,4,0,119,0
AFR,South Africa,2022,12,All,5,0,157,0
AFR,South Africa,2022,17,All,20,0,123,0
AFR,South Africa,2023,4,All,19,0,121,0
AFR,South Africa,2023,9,All,8,0,177,0
AFR,South Africa,2023,14,All,25,0,157,0
AFR,South Africa,2023,19,All,69,0,181,0
AFR,South Africa,2022,22,All,51,0,166,0
AFR,South Africa,2022,27,All,39,0,146,0
AFR,South Africa,2022,32,All,21,0,111,0
AFR,Ethiopia,2014,5,All,602,2337,33,252
AFR,Ethiopia,2014,10,All,705,2536,31,225
AFR,South Africa,2023,24,All,53,0,136,0
AFR,South Africa,2023,29,All,17,0,135,0
AFR,South Africa,2023,34,All,45,0,175,0
AFR,South Africa,2023,1,All,22,0,106,0
AFR,South Africa,2023,6,All,10,0,150,0
AFR,Ethiopia,2012,25,All,558,1948,2,126
AFR,Ethiopia,2012,30,All,477,2294,0,12
AFR,Ethiopia,2012,35,All,579,2628,3,29
AFR,Ethiopia,2012,40,All,302,2621,3,32
AFR,Ethiopia,2014,15,All,499,2662,26,251
AFR,Ethiopia,2014,20,All,591,2617,21,277
AFR,Ethiopia,2014,25,All,623,2166,34,287
AFR,Ethiopia,2014,30,All,273,2554,44,269
AFR,Ethiopia,2012,41,All,286,2091,1,33
AFR,Ethiopia,2012,46,All,429,2456,7,32
AFR,Ethiopia,2012,51,All,312,2445,10,49
AFR,Ethiopia,2012,29,All,558,2097,0,11
AFR,Ethiopia,2012,34,All,496,2953,4,39
AFR,Ethiopia,2012,39,All,345,2388,2,33
AFR,Ethiopia,2013,2,All,312,2570,4,20
AFR,Ethiopia,2013,7,All,384,2707,4,40
AFR,Ethiopia,2013,12,All,426,2190,3,39
AFR,Ethiopia,2013,17,All,531,2755,11,80
AFR,Ethiopia,2012,45,All,341,2838,6,33
AFR,Ethiopia,2012,50,All,429,2547,3,32
AFR,Ethiopia,2013,3,All,384,2539,4,14
AFR,Ethiopia,2013,8,All,367,2288,2,31
AFR,Ethiopia,2014,35,All,232,2212,40,252
AFR,Ethiopia,2014,40,All,364,2070,59,306
AFR,Ethiopia,2014,45,All,294,2648,68,309
AFR,South Africa,2023,11,All,20,0,209,0
AFR,South Africa,2023,16,All,44,0,186,0
AFR,South Africa,2023,21,All,102,0,199,0
AFR,South Africa,2023,26,All,33,0,167,0
AFR,South Africa,2023,31,All,39,0,133,0
AFR,South Africa,2023,36,All,32,0,159,0
AFR,Ethiopia,2012,42,All,393,2530,5,34
AFR,Ethiopia,2012,47,All,431,2372,6,34
AFR,Ethiopia,2012,44,All,372,2657,5,33
AFR,Ethiopia,2012,49,All,341,2944,7,40
AFR,Ethiopia,2013,22,All,468,2692,12,88
AFR,Ethiopia,2013,27,All,455,2803,29,168
AFR,Ethiopia,2013,32,All,346,2638,5,129
AFR,Ethiopia,2013,37,All,545,2207,30,165
AFR,Ethiopia,2013,13,All,381,2972,4,34
AFR,Ethiopia,2013,18,All,468,2578,8,105
AFR,Ethiopia,2013,23,All,458,2613,15,80
AFR,Ethiopia,2014,50,All,414,2734,41,313
AFR,Ethiopia,2015,2,All,297,2566,41,295
AFR,Ethiopia,2015,7,All,303,2279,47,323
AFR,Ethiopia,2015,12,All,229,2515,42,317
AFR,Ethiopia,2013,28,All,346,2762,16,152
AFR,Ethiopia,2013,33,All,471,2162,33,157
AFR,Ethiopia,2013,42,All,644,2611,18,141
AFR,Ethiopia,2013,47,All,516,2398,43,283
AFR,Ethiopia,2013,52,All,662,2880,33,223
AFR,Ethiopia,2012,52,All,267,2445,5,45
AFR,Ethiopia,2013,5,All,387,2535,4,20
AFR,Ethiopia,2013,10,All,388,2264,2,26
AFR,Ethiopia,2014,3,All,768,2503,24,292
AFR,Ethiopia,2015,17,All,298,2872,33,313
AFR,Ethiopia,2015,22,All,241,2442,49,400
AFR,Ethiopia,2015,27,All,222,2493,28,289
AFR,Ethiopia,2012,2,All,577,2490,0,0
AFR,Ethiopia,2012,7,All,524,2238,0,83
AFR,Ethiopia,2012,12,All,545,2288,0,67
AFR,Ethiopia,2012,17,All,596,2731,0,97
AFR,Ethiopia,2013,38,All,467,2734,31,154
AFR,Ethiopia,2013,43,All,373,2718,26,137
AFR,Ethiopia,2013,48,All,662,2593,49,279
AFR,Ethiopia,2013,15,All,423,2657,9,30
AFR,Ethiopia,2013,20,All,468,2837,9,131
AFR,Ethiopia,2013,25,All,379,2693,12,144
AFR,Ethiopia,2013,30,All,396,2757,22,171
AFR,Ethiopia,2014,8,All,695,2495,39,300
AFR,Ethiopia,2014,13,All,664,3077,41,275
AFR,Ethiopia,2014,18,All,736,2424,52,304
AFR,Ethiopia,2014,23,All,679,2341,24,283
AFR,Ethiopia,2015,32,All,266,2576,81,408
AFR,Ethiopia,2015,37,All,197,2501,68,361
AFR,Ethiopia,2015,42,All,203,2612,51,299
AFR,Ethiopia,2014,1,All,549,2473,38,244
AFR,Ethiopia,2014,6,All,705,2240,38,205
AFR,Ethiopia,2014,11,All,655,2470,34,257
AFR,Ethiopia,2014,36,All,294,2809,35,200
AFR,Ethiopia,2014,28,All,366,2290,35,275
AFR,Ethiopia,2014,33,All,276,2264,33,278
AFR,Ethiopia,2014,38,All,304,2471,43,261
AFR,Ethiopia,2014,43,All,230,3289,83,333
AFR,Ethiopia,2014,2,All,638,2641,31,277
AFR,Ethiopia,2014,7,All,768,2282,41,237
AFR,Ethiopia,2014,12,All,695,3017,42,257
AFR,Ethiopia,2013,35,All,309,2629,16,118
AFR,Ethiopia,2013,40,All,471,2759,21,127
AFR,Ethiopia,2013,45,All,525,2804,39,193
AFR,Ethiopia,2014,16,All,627,2279,44,279
AFR,Ethiopia,2014,21,All,623,1956,29,293
AFR,Ethiopia,2014,26,All,327,1977,38,289
AFR,Ethiopia,2014,41,All,279,2589,62,330
AFR,Ethiopia,2014,46,All,414,2846,70,321
AFR,Ethiopia,2014,51,All,694,2714,45,332
AFR,Ethiopia,2015,47,All,231,2477,54,342
AFR,Ethiopia,2015,52,All,242,2381,63,341
AFR,Ethiopia,2016,3,All,211,2294,37,301
AFR,Ethiopia,2016,8,All,217,2810,42,310
AFR,Ethiopia,2012,22,All,597,2584,0,107
AFR,Ethiopia,2012,27,All,508,2385,3,150
AFR,Ethiopia,2012,32,All,473,2360,1,35
AFR,Ethiopia,2014,17,All,550,2230,33,269
AFR,Ethiopia,2014,22,All,384,2781,35,266
AFR,Ethiopia,2014,27,All,231,2115,34,240
AFR,Ethiopia,2014,32,All,286,2498,44,291
AFR,Ethiopia,2013,50,All,638,2752,47,274
AFR,Ethiopia,2014,9,All,664,1754,25,244
AFR,Ethiopia,2014,14,All,736,3008,27,230
AFR,Ethiopia,2014,31,All,232,2411,28,261
AFR,Ethiopia,2016,13,All,217,2412,34,304
AFR,Ethiopia,2016,18,All,235,2483,32,237
AFR,Ethiopia,2016,23,All,142,1411,46,354
AFR,Ethiopia,2014,48,All,340,2702,53,310
AFR,Ethiopia,2015,5,All,538,2723,57,336
AFR,Ethiopia,2015,10,All,371,2650,52,333
AFR,Ethiopia,2012,37,All,450,2184,8,47
AFR,Ethiopia,2013,1,All,396,2720,7,32
AFR,Ethiopia,2015,33,All,177,2550,42,310
AFR,Ethiopia,2015,38,All,205,2812,50,304
AFR,Ethiopia,2015,43,All,205,2520,75,353
AFR,Ethiopia,2014,19,All,679,2298,33,283
AFR,Ethiopia,2014,24,All,366,2519,53,284
AFR,Ethiopia,2014,29,All,334,2686,48,258
AFR,Ethiopia,2014,37,All,206,2223,54,266
AFR,Ethiopia,2014,42,All,384,2659,74,358
AFR,Ethiopia,2014,47,All,283,2532,59,311
AFR,Ethiopia,2014,52,All,451,2849,52,295
AFR,Ethiopia,2015,3,All,694,2771,37,301
AFR,Ethiopia,2015,8,All,302,2571,42,310
AFR,Ethiopia,2015,13,All,308,2604,34,304
AFR,Ethiopia,2015,18,All,254,2681,32,237
AFR,Ethiopia,2016,28,All,244,1699,52,361
AFR,Ethiopia,2016,33,All,187,1655,42,310
AFR,Ethiopia,2016,38,All,173,1429,50,304
AFR,Ethiopia,2013,6,All,351,2528,3,43
AFR,Ethiopia,2013,11,All,423,2539,2,29
AFR,Ethiopia,2013,16,All,468,2903,20,124
AFR,Ethiopia,2015,48,All,267,2863,56,349
AFR,Ethiopia,2014,34,All,232,1975,53,239
AFR,Ethiopia,2014,39,All,206,2763,62,322
AFR,Ethiopia,2014,44,All,364,2408,63,315
AFR,Ethiopia,2014,49,All,317,3044,54,301
AFR,Ethiopia,2015,23,All,163,2498,46,354
AFR,Ethiopia,2015,28,All,217,2603,52,361
AFR,Ethiopia,2016,43,All,177,1488,75,353
AFR,Ethiopia,2016,48,All,158,1344,56,349
AFR,Ethiopia,2015,4,All,451,2757,39,299
AFR,Ethiopia,2015,9,All,401,2494,45,325
AFR,Ethiopia,2015,14,All,371,2776,34,266
AFR,Ethiopia,2015,19,All,274,2906,32,274
AFR,Ethiopia,2013,21,All,531,2546,11,106
AFR,Ethiopia,2013,26,All,468,2797,18,142
AFR,Ethiopia,2013,31,All,309,2833,20,135
AFR,Ethiopia,2013,36,All,391,2669,26,129
AFR,Ethiopia,2016,29,All,187,1456,53,340
AFR,Ethiopia,2015,15,All,294,2888,60,345
AFR,Ethiopia,2015,20,All,196,2299,51,329
AFR,Ethiopia,2015,25,All,256,2514,47,384
AFR,Ethiopia,2015,30,All,238,2556,47,351
AFR,Ethiopia,2016,4,All,242,2785,39,299
AFR,Ethiopia,2016,9,All,217,2461,45,325
AFR,Ethiopia,2015,6,All,288,2602,44,344
AFR,Ethiopia,2015,11,All,303,2511,52,357
AFR,Ethiopia,2015,16,All,229,2654,50,315
AFR,Ethiopia,2013,41,All,545,3168,26,133
AFR,Ethiopia,2013,46,All,644,2523,34,271
AFR,Ethiopia,2013,51,All,669,2595,31,260
AFR,Ethiopia,2014,4,All,577,2625,36,262
AFR,Ethiopia,2016,34,All,134,1804,56,348
AFR,Ethiopia,2016,39,All,143,1490,64,335
AFR,Ethiopia,2016,44,All,143,1459,63,346
AFR,Ethiopia,2016,49,All,134,1689,51,301
AFR,Ethiopia,2015,24,All,217,2334,32,370
AFR,Ethiopia,2015,29,All,256,2731,53,340
AFR,Ethiopia,2015,34,All,238,2789,56,348
AFR,Ethiopia,2015,35,All,150,2474,58,320
AFR,Ethiopia,2015,40,All,365,2877,62,342
AFR,Ethiopia,2015,45,All,230,2553,37,269
AFR,Ethiopia,2015,50,All,225,2322,57,303
AFR,Ethiopia,2016,14,All,171,2328,34,266
AFR,Ethiopia,2016,19,All,177,2698,32,274
AFR,Ethiopia,2016,24,All,244,1555,32,370
AFR,Ethiopia,2015,21,All,226,2381,49,359
AFR,Ethiopia,2015,26,All,183,2577,34,380
AFR,Ethiopia,2015,31,All,222,2599,44,345
AFR,Ethiopia,2017,37,All,97,1280,10,76
AFR,Ethiopia,2017,42,All,106,1040,16,148
AFR,Ethiopia,2017,47,All,130,1809,8,203
AFR,Ethiopia,2016,1,All,267,2426,45,290
AFR,Ethiopia,2016,6,All,228,2814,44,344
AFR,Ethiopia,2016,11,All,199,2307,52,357
AFR,Ethiopia,2016,16,All,250,2270,50,315
AFR,Ethiopia,2017,2,All,19,562,36,371
AFR,Ethiopia,2017,7,All,54,634,37,297
AFR,Ethiopia,2017,12,All,117,1528,18,250
AFR,Ethiopia,2015,36,All,365,2635,52,346
AFR,Ethiopia,2015,41,All,197,2494,49,306
AFR,Ethiopia,2015,46,All,225,2271,68,338
AFR,Ethiopia,2015,39,All,205,2566,64,335
AFR,Ethiopia,2015,44,All,267,2168,63,346
AFR,Ethiopia,2015,49,All,267,2382,51,301
AFR,Ethiopia,2017,3,All,16,457,43,427
AFR,Ethiopia,2017,52,All,164,1878,9,140
AFR,Ethiopia,2018,5,All,59,1633,12,166
AFR,Ethiopia,2018,10,All,55,1419,18,292
AFR,Ethiopia,2018,15,All,48,1417,16,392
AFR,Ethiopia,2015,51,All,231,2275,38,304
AFR,Ethiopia,2016,2,All,169,2517,41,295
AFR,Ethiopia,2016,7,All,211,2133,47,323
AFR,Ethiopia,2016,12,All,250,2203,42,317
AFR,Ethiopia,2016,21,All,217,2559,49,359
AFR,Ethiopia,2016,26,All,76,1375,34,380
AFR,Ethiopia,2016,31,All,148,1741,44,345
AFR,Ethiopia,2016,36,All,86,508,52,346
AFR,Ethiopia,2017,8,All,117,588,26,300
AFR,Ethiopia,2017,13,All,64,1064,23,265
AFR,Ethiopia,2017,18,All,20,671,15,188
AFR,Ethiopia,2017,17,All,42,891,6,201
AFR,Ethiopia,2017,22,All,6,754,9,190
AFR,Ethiopia,2017,27,All,92,782,15,213
AFR,Ethiopia,2017,32,All,62,679,9,108
AFR,Ethiopia,2016,17,All,217,2327,33,313
AFR,Ethiopia,2016,22,All,235,2805,49,400
AFR,Ethiopia,2016,27,All,148,1720,28,289
AFR,Ethiopia,2017,23,All,73,735,11,258
AFR,Ethiopia,2017,28,All,9,485,2,101
AFR,Ethiopia,2017,33,All,97,895,8,124
AFR,Ethiopia,2017,38,All,228,3549,8,70
AFR,Ethiopia,2016,41,All,129,1280,49,306
AFR,Ethiopia,2016,46,All,188,1533,68,338
AFR,Ethiopia,2016,5,All,211,2446,57,336
AFR,Ethiopia,2016,10,All,228,2388,52,333
AFR,Ethiopia,2016,15,All,199,2898,60,345
